iter	Logloss
786	0.1103606085
787	0.1103074995
788	0.1102986956
789	0.1102881189
790	0.1102865988
791	0.1102648432
792	0.110251636
793	0.110173797
794	0.1100673902
795	0.1099768682
796	0.1098563274
797	0.1098563089
798	0.1098294174
799	0.1097292784
800	0.1096830517
801	0.1096349051
802	0.1095357338
803	0.1095275986
804	0.1095164437
805	0.1095144584
806	0.1094682958
807	0.1094682929
808	0.1094606666
809	0.1094591136
810	0.1094478861
811	0.1093933975
812	0.1093537191
813	0.1093347982
814	0.1093103333
815	0.1092550371
816	0.1091262024
817	0.1090440968
818	0.1089319091
819	0.1088308963
820	0.1087667912
821	0.1086874824
822	0.1085960469
823	0.1084640012
824	0.1084485451
825	0.1083638339
826	0.1082548469
827	0.1081827021
828	0.1081333277
829	0.1079564003
830	0.1079308053
831	0.1078615338
832	0.1077420754
833	0.1076811075
834	0.1076743309
835	0.107652607
836	0.1076448745
837	0.1076123595
838	0.1075786909
839	0.1074588784
840	0.1073672767
841	0.1072924337
842	0.1071985549
843	0.107142836
844	0.1071179255
845	0.1070521201
846	0.1070482418
847	0.1070394049
848	0.1069507068
849	0.1068992289
850	0.1068414432
851	0.1067523326
852	0.1067348788
853	0.1067329204
854	0.106714019
855	0.1066481023
856	0.1065897144
857	0.1065352159
858	0.1064043505
859	0.1063127509
860	0.1062079113
861	0.1061340017
862	0.1061296797
863	0.1060613182
864	0.1059731484
865	0.1059680714
866	0.1059049959
867	0.1058571331
868	0.1057901903
869	0.1057802181
870	0.1056753488
871	0.1056137971
872	0.1055431799
873	0.1055419591
874	0.1054726616
875	0.1053931359
876	0.1053529096
877	0.1053250554
878	0.1052804116
879	0.1052264125
880	0.1051788135
881	0.1051762545
882	0.1050159236
883	0.1049792222
884	0.1049153118
885	0.1048846623
886	0.1048787428
887	0.1048047062
888	0.1047146485
889	0.1046750178
890	0.1046555824
891	0.1046220259
892	0.1045440092
893	0.1045359353
894	0.1045104834
895	0.1045043022
896	0.10445052
897	0.1043624871
898	0.1042369659
899	0.1041546466
900	0.1040995748
901	0.1040764918
902	0.1039910303
903	0.1039165149
904	0.103904494
905	0.1038530789
906	0.1037989717
907	0.1037849144
908	0.103762292
909	0.103706797
910	0.1036366454
911	0.1035194746
912	0.1034880311
913	0.103397569
914	0.103339421
915	0.1033283009
916	0.1032224224
917	0.1031870331
918	0.103158205
919	0.1030507407
920	0.1029974096
921	0.1029922743
922	0.1028910138
923	0.1028011847
924	0.1027984183
925	0.1027484095
926	0.102721222
927	0.1026304741
928	0.1025663957
929	0.1025633105
930	0.1024648173
931	0.1024632874
932	0.1024491739
933	0.1023702359
934	0.1023478524
935	0.1023152584
936	0.1022187061
937	0.1021798808
938	0.1021048572
939	0.1019592316
940	0.1018816552
941	0.1018634118
942	0.1018229947
943	0.1017793588
944	0.1017048253
945	0.1015975868
946	0.1015834296
947	0.1015834002
948	0.1014981585
949	0.1014386973
950	0.1013987332
951	0.101360759
952	0.1013195528
953	0.1012305844
954	0.1012196537
955	0.1012152672
956	0.1011902838
957	0.1011417727
958	0.1011186659
959	0.1010952792
960	0.1010592618
961	0.1010557978
962	0.1010292907
963	0.1010207383
964	0.1009859121
965	0.1008903746
966	0.1008124548
967	0.1007632445
968	0.100715852
969	0.1007103608
970	0.1006899257
971	0.1006555239
972	0.1006145511
973	0.1005264293
974	0.1004685471
975	0.1004638669
976	0.1004454765
977	0.1004206325
978	0.1003835458
979	0.1002708543
980	0.1002208435
981	0.1002039288
982	0.1002039283
983	0.1002015863
984	0.1002009727
985	0.1001984526
986	0.1001564703
987	0.100067493
988	0.09998330694
989	0.09992274662
990	0.09985140128
991	0.09978424304
992	0.0997764668
993	0.09971275844
994	0.099700253
995	0.09970003864
996	0.0996974108
997	0.09966524552
998	0.09956392855
999	0.09947937742
1000	0.0994191117
1001	0.09936410003
1002	0.09935922152
1003	0.09934787442
1004	0.09931759599
1005	0.09927281021
1006	0.09927278851
1007	0.09925362239
1008	0.09923854534
1009	0.09920710799
1010	0.09916464709
1011	0.09908551935
1012	0.09907516512
1013	0.09901648002
1014	0.09897770765
1015	0.09890540796
1016	0.09887467689
1017	0.0988333678
1018	0.09882868689
1019	0.09868699749
1020	0.09860469009
1021	0.09860365389
1022	0.09849964279
1023	0.09849964136
1024	0.098492502
1025	0.09842747904
1026	0.09835817766
1027	0.09832095992
1028	0.09832076016
1029	0.09831433407
1030	0.09824539401
1031	0.09817525208
1032	0.09811558767
1033	0.0980097338
1034	0.09796649169
1035	0.09791193549
1036	0.09789961538
1037	0.0978979179
1038	0.09784225977
1039	0.09775513261
1040	0.0976856698
1041	0.09761707699
1042	0.09750658875
1043	0.09746643171
1044	0.09746532032
1045	0.09744137151
1046	0.09742730271
1047	0.09740733346
1048	0.09732930188
1049	0.09731925213
1050	0.09729814507
1051	0.0972883776
1052	0.09727045681
1053	0.09725661257
1054	0.09718069977
1055	0.09710698042
1056	0.09703010778
1057	0.09701490831
1058	0.0969874939
1059	0.09697580286
1060	0.09697578839
1061	0.09692832722
1062	0.09689533294
1063	0.09687616849
1064	0.09683565146
1065	0.09681294476
1066	0.09680520539
1067	0.09673669831
1068	0.09664699234
1069	0.09656432122
1070	0.09649622736
1071	0.0964606371
1072	0.09637096438
1073	0.09636075242
1074	0.09632722146
1075	0.09624659141
1076	0.09624333164
1077	0.0961094908
1078	0.09610544582
1079	0.09606568695
1080	0.09604395883
1081	0.09602548194
1082	0.09595628572
1083	0.09591233855
1084	0.09582437241
1085	0.0957901938
1086	0.09571895734
1087	0.09571891916
1088	0.09568892668
1089	0.09563447815
1090	0.09560536891
1091	0.09558024216
1092	0.09556054585
1093	0.09553026473
1094	0.09552026306
1095	0.09547703317
1096	0.09537898283
1097	0.09535941145
1098	0.09530224473
1099	0.09524534711
1100	0.09523591528
1101	0.09519192316
1102	0.09518524415
1103	0.09512700268
1104	0.0951267666
1105	0.09508508533
1106	0.09507860173
1107	0.09497739007
1108	0.09496439089
1109	0.09495884324
1110	0.09492906688
1111	0.09487168316
1112	0.09486929145
1113	0.09486408293
1114	0.09485924388
1115	0.09479805996
1116	0.09475477454
1117	0.09475024314
1118	0.09462473326
1119	0.094556807
1120	0.09449172216
1121	0.09445844143
1122	0.09445155603
1123	0.09441720398
1124	0.09440831218
1125	0.09437177539
1126	0.09428814057
1127	0.09422216349
1128	0.09418209051
1129	0.09410834468
1130	0.09406164708
1131	0.09405615381
1132	0.0940561351
1133	0.09405612574
1134	0.09399305699
1135	0.0939929699
1136	0.09399296945
1137	0.09399210642
1138	0.09399210528
1139	0.09398465512
1140	0.09398054487
1141	0.09393002128
1142	0.09390204293
1143	0.09389135288
1144	0.09388737447
1145	0.09387484793
1146	0.0938701413
1147	0.09381058593
1148	0.0937245567
1149	0.09364775174
1150	0.09363238278
1151	0.09362242343
1152	0.09348832461
1153	0.09344357014
1154	0.09341821087
1155	0.09338934115
1156	0.09333422689
1157	0.09329041832
1158	0.09324556147
1159	0.09317395172
1160	0.09315928556
1161	0.09308538569
1162	0.09304984704
1163	0.09297997946
1164	0.09288754821
1165	0.09288079118
1166	0.09287631884
1167	0.0927951966
1168	0.09277661944
1169	0.09269258581
1170	0.09268634389
1171	0.09265762901
1172	0.09257443614
1173	0.09252170654
1174	0.09247848061
1175	0.09246981924
1176	0.09243498898
1177	0.09242875837
1178	0.0924215877
1179	0.09236418814
1180	0.09231471118
1181	0.09224617419
1182	0.09221617222
1183	0.09217582706
1184	0.09217300704
1185	0.09215652216
1186	0.09215274718
1187	0.0920704355
1188	0.09205133388
1189	0.09199878983
1190	0.09199461144
