iter	Passed	Remaining
648	121625	440587
649	121831	440468
650	121981	440146
651	122129	439815
652	122290	439535
653	122482	439362
654	122608	438957
655	122858	438994
656	123015	438697
657	123165	438380
658	123291	437976
659	123410	437546
660	123520	437088
661	123667	436757
662	123796	436367
663	123912	435934
664	124038	435533
665	124142	435056
666	124276	434687
667	124399	434279
668	124519	433865
669	124646	433470
670	124782	433111
671	124912	432734
672	125115	432606
673	125281	432352
674	125402	431941
675	125527	431548
676	125664	431194
677	125795	430822
678	125927	430451
679	126067	430111
680	126174	429659
681	126305	429289
682	126443	428945
683	126549	428491
684	126672	428096
685	126856	427908
686	126980	427519
687	127129	427215
688	127265	426865
689	127417	426570
690	127556	426235
691	127704	425927
692	127864	425661
693	128014	425363
694	128172	425091
695	128326	424804
696	128474	424499
697	128622	424194
698	128769	423889
699	128920	423596
700	129059	423262
701	129208	422965
702	129379	422736
703	129506	422367
704	129632	421996
705	129738	421558
706	129860	421173
707	129977	420776
708	130087	420352
709	130209	419972
710	130313	419532
711	130416	419090
712	130550	418750
713	130636	418257
714	130745	417836
715	130870	417470
716	131021	417186
717	131144	416814
718	131266	416437
719	131392	416076
720	131521	415723
721	131645	415357
722	131776	415013
723	131890	414615
724	132034	414315
725	132133	413872
726	132287	413602
727	132424	413279
728	132575	413004
729	132688	412607
730	132808	412232
731	132915	411819
732	133043	411473
733	133137	411021
734	133284	410735
735	133399	410347
736	133529	410010
737	133650	409643
738	133811	409400
739	133942	409066
740	134100	408814
741	134227	408471
742	134350	408114
743	134466	407736
744	134553	407273
745	134664	406881
746	134760	406446
747	134911	406175
748	135045	405857
749	135179	405537
750	135330	405271
751	135437	404872
752	135557	404511
753	135712	404256
754	135829	403891
755	135956	403553
756	136081	403210
757	136192	402828
758	136296	402424
759	136435	402125
760	136571	401817
761	136696	401479
762	136826	401155
763	136974	400884
764	137122	400614
765	137260	400313
766	137400	400019
767	137533	399707
768	137690	399464
769	137830	399172
770	137994	398947
771	138123	398624
772	138243	398278
773	138394	398019
774	138528	397711
775	138663	397406
776	138806	397124
777	138936	396807
778	139069	396498
779	139213	396223
780	139345	395912
781	139472	395589
782	139608	395290
783	139741	394984
784	139875	394679
785	139992	394330
786	140117	394003
787	140269	393751
788	140404	393452
789	140518	393096
790	140624	392716
791	140744	392379
792	140875	392071
793	141020	391802
794	141186	391591
795	141309	391263
796	141440	390958
797	141531	390541
798	141657	390221
799	141787	389914
800	141925	389631
801	142053	389318
802	142176	388993
803	142313	388707
804	142432	388373
805	142570	388088
806	142718	387834
807	142852	387541
808	143024	387350
809	143201	387173
810	143383	387010
811	143550	386807
812	143717	386605
813	143881	386394
814	144006	386079
815	144141	385790
816	144306	385583
817	144448	385313
818	144602	385076
819	144752	384830
820	144894	384562
821	145054	384342
822	145188	384052
823	145318	383753
824	145439	383430
825	145567	383128
826	145690	382812
827	145817	382507
828	145945	382204
829	146099	381970
830	146218	381645
831	146343	381336
832	146466	381023
833	146595	380727
834	146715	380405
835	146827	380065
836	146938	379723
837	147065	379422
838	147190	379115
839	147314	378807
840	147436	378496
841	147558	378185
842	147703	377932
843	147829	377629
844	147960	377343
845	148092	377059
846	148226	376777
847	148356	376488
848	148483	376192
849	148615	375908
850	148760	375660
851	148889	375369
852	149012	375064
853	149136	374763
854	149257	374452
855	149377	374143
856	149529	373911
857	149648	373597
858	149773	373299
859	149937	373099
860	150060	372798
861	150188	372509
862	150331	372258
863	150454	371956
864	150576	371653
865	150697	371349
866	150825	371061
867	150959	370790
868	151083	370492
869	151210	370205
870	151353	369955
871	151468	369637
872	151589	369337
873	151708	369029
874	151849	368778
875	151979	368498
876	152106	368213
877	152242	367947
878	152384	367699
879	152520	367435
880	152630	367110
881	152746	366798
882	152868	366503
883	153001	366233
884	153125	365944
885	153242	365636
886	153396	365420
887	153539	365175
888	153667	364896
889	153796	364618
890	153951	364403
891	154074	364114
892	154189	363804
893	154311	363511
894	154466	363297
895	154574	362973
896	154727	362755
897	154852	362472
898	154965	362161
899	155089	361874
900	155213	361591
901	155358	361355
902	155479	361063
903	155605	360783
904	155734	360512
905	155865	360244
906	155984	359951
907	156126	359710
908	156285	359508
909	156400	359205
910	156523	358922
911	156645	358635
912	156766	358347
913	156881	358046
914	157011	357781
915	157134	357497
916	157276	357259
917	157405	356990
918	157532	356719
919	157667	356466
920	157791	356186
921	157936	355957
922	158054	355664
923	158175	355381
924	158290	355083
925	158411	354801
926	158534	354522
927	158679	354293
928	158818	354051
929	158946	353784
930	159072	353514
931	159254	353367
932	159387	353112
933	159533	352886
934	159681	352664
935	159823	352430
936	159977	352224
937	160129	352011
938	160294	351829
939	160447	351619
940	160600	351410
941	160743	351177
942	160880	350935
943	161016	350687
944	161150	350437
945	161278	350175
946	161384	349866
947	161497	349569
948	161620	349298
949	161740	349018
950	161883	348789
951	162007	348520
952	162132	348252
953	162255	347982
954	162377	347707
955	162533	347509
956	162683	347296
957	162798	347009
958	162913	346721
959	163038	346456
960	163185	346237
961	163292	345935
962	163408	345652
963	163530	345380
964	163653	345114
965	163778	344849
966	163938	344661
967	164085	344443
968	164210	344180
969	164330	343909
970	164453	343642
971	164608	343442
972	164752	343220
973	164876	342956
974	164998	342689
975	165107	342395
976	165250	342171
977	165376	341913
978	165514	341680
979	165666	341475
980	165787	341207
981	165915	340953
982	166025	340664
983	166127	340359
984	166222	340038
985	166316	339716
986	166436	339448
987	166569	339208
988	166703	338969
989	166831	338718
990	166952	338454
991	167084	338210
992	167202	337941
993	167349	337729
994	167468	337461
995	167593	337206
996	167722	336958
997	167860	336730
998	168012	336528
999	168179	336359
1000	168359	336213
1001	168521	336033
1002	168670	335827
1003	168832	335646
1004	168990	335459
1005	169166	335305
1006	169299	335068
1007	169448	334862
1008	169597	334656
1009	169761	334479
1010	169934	334322
1011	170112	334172
1012	170270	333985
1013	170439	333819
1014	170597	333630
1015	170755	333443
1016	170908	333245
1017	171059	333045
1018	171202	332827
1019	171355	332631
1020	171531	332479
1021	171661	332236
1022	171796	332005
1023	171908	331729
1024	172071	331551
1025	172200	331309
1026	172321	331052
1027	172440	330790
1028	172546	330505
1029	172650	330215
1030	172774	329963
1031	172898	329714
1032	173026	329469
1033	173166	329250
1034	173285	328992
1035	173410	328742
1036	173534	328493
1037	173696	328315
1038	173818	328063
1039	173941	327812
1040	174068	327569
1041	174192	327321
1042	174323	327085
1043	174464	326869
1044	174595	326635
1045	174734	326415
1046	174850	326154
1047	174989	325934
1048	175121	325701
1049	175278	325517
1050	175418	325300
1051	175575	325115
1052	175720	324907
1053	175875	324718
1054	176040	324549
1055	176193	324356
1056	176343	324157
1057	176498	323969
1058	176650	323775
1059	176810	323597
1060	176940	323361
1061	177072	323132
1062	177204	322902
1063	177332	322665
1064	177460	322427
1065	177592	322198
1066	177718	321958
1067	177847	321723
1068	177966	321471
1069	178090	321227
1070	178211	320980
1071	178330	320729
1072	178453	320483
1073	178577	320241
1074	178715	320025
1075	178836	319777
1076	178957	319530
1077	179086	319299
1078	179212	319061
1079	179329	318808
1080	179455	318570
1081	179579	318330
1082	179700	318085
1083	179834	317862
1084	179970	317643
1085	180096	317408
1086	180223	317174
1087	180327	316899
1088	180441	316642
1089	180568	316408
1090	180725	316228
1091	180852	315995
1092	180978	315759
1093	181127	315565
1094	181246	315319
1095	181386	315108
1096	181512	314876
1097	181632	314631
1098	181754	314389
1099	181881	314158
1100	182048	313996
1101	182172	313760
1102	182322	313568
1103	182450	313339
1104	182568	313091
1105	182688	312849
1106	182812	312614
1107	182950	312402
1108	183075	312169
1109	183203	311940
1110	183314	311683
1111	183463	311492
1112	183573	311234
1113	183690	310988
1114	183816	310757
1115	183950	310539
1116	184070	310299
1117	184193	310065
1118	184316	309830
1119	184438	309593
1120	184570	309373
1121	184689	309133
1122	184820	308912
1123	184955	308697
1124	185120	308534
1125	185288	308374
1126	185433	308177
1127	185558	307948
1128	185704	307753
1129	185838	307538
1130	185968	307316
1131	186084	307072
1132	186211	306846
1133	186340	306624
1134	186472	306406
1135	186567	306129
1136	186679	305878
1137	186799	305642
1138	186941	305441
1139	187048	305184
1140	187169	304949
1141	187295	304724
1142	187413	304486
1143	187529	304243
1144	187681	304060
1145	187796	303817
1146	187921	303590
1147	188058	303383
1148	188192	303171
1149	188322	302953
1150	188448	302729
1151	188550	302466
1152	188676	302242
1153	188804	302022
1154	188928	301794
1155	189057	301575
1156	189185	301355
1157	189309	301129
1158	189432	300902
1159	189579	300712
1160	189699	300479
1161	189827	300260
1162	189952	300037
1163	190079	299816
1164	190206	299594
1165	190329	299369
1166	190468	299168
1167	190603	298959
1168	190730	298740
1169	190897	298583
1170	191022	298360
1171	191152	298146
1172	191306	297968
1173	191453	297779
1174	191597	297587
1175	191742	297396
1176	191891	297212
1177	192039	297026
1178	192175	296820
1179	192338	296658
1180	192523	296528
1181	192694	296377
1182	192840	296188
1183	192971	295976
1184	193116	295786
1185	193243	295568
1186	193367	295346
1187	193491	295123
1188	193608	294890
1189	193731	294667
1190	193857	294448
